DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genomic Coordinates (mouse: , human: )	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
43226096	mouse, laboratory	10090	Anln	68743	MGI:1920174			Chr9 8.93 cM	Chr9:22243308-22300484(-)	XM_006510581,XM_011242594,NM_001404933,NM_028390,XM_006510582	XP_006510645,XP_011240896,NP_001391862,NP_082666,XP_006510644	Q8K298
43226096	human	9606	ANLN	54443		HGNC:14082	OMIM:616027	Chr7 p14.2	Chr7:36389803-36453791(+)	NM_018685,NM_001284301,NM_001284302	XP_047276460,XP_016867845,XP_016867844,XP_016867843,XP_006715810,XP_006715809,NP_061155,NP_001271231,NP_001271230	Q9NQW6
43226097	mouse, laboratory	10090	Nup133	234865	MGI:2442620			Chr8 72.27 cM	Chr8:124623862-124676004(-)	NM_172288,XM_006530964	NP_758492,XP_006531027	Q8R0G9
43226097	human	9606	NUP133	55746		HGNC:18016	OMIM:607613	Chr1 q42.13	Chr1:229440995-229508343(-)	NM_018230	NP_060700,XP_047280935	Q8WUM0
43226098	mouse, laboratory	10090	Exosc5	27998	MGI:107889			Chr7 13.96 cM	Chr7:25358578-25367457(+)	NM_138586	NP_613052	Q9CRA8
43226098	human	9606	EXOSC5	56915		HGNC:24662	OMIM:606492	Chr19 q13.2	Chr19:41386370-41397351(-)	NM_020158	NP_064543	Q9NQT4
43226099	mouse, laboratory	10090	Dph2	67728	MGI:1914978			Chr4 53.74 cM	Chr4:117745840-117749200(-)	XM_036164378,NM_026344	XP_036020271,NP_080620	Q9CR25
43226099	human	9606	DPH2	1802		HGNC:3004	OMIM:603456	Chr1 p34.1	Chr1:43969979-43973371(+)	NM_001384,NM_201399,NM_001319170,NM_001319169,NM_001319168,NM_001319167,NM_001319166,NM_001319165,NM_001319171,NM_001039589	NP_001306094,NP_001306095,NP_001034678,XP_047304026,XP_047304023,NP_001375,NP_001306100,NP_001306099,NP_001306098,NP_001306097,NP_001306096	Q9BQC3
43226100	mouse, laboratory	10090	Zbtb22	81630	MGI:1931870			Chr17 17.98 cM	Chr17:34135150-34138299(+)	NM_020625	NP_065650	Q9Z0G7
43226100	human	9606	ZBTB22	9278		HGNC:13085	OMIM:611439	Chr6 p21.32	Chr6:33314405-33317942(-)	NM_001145338,NM_005453	NP_005444,NP_001138810	O15209
43226101	mouse, laboratory	10090	Dis3l	213550	MGI:2143272			Chr9 34.62 cM	Chr9:64214038-64248570(-)	XM_036154784,XM_006510982,NM_172519,NM_001177784,NM_001001295,XM_011242700,XM_030244206	XP_036010677,NP_001171255,NP_766107,NP_001001295,XP_030100066,XP_006511045,XP_011241002	Q8C0S1
43226101	human	9606	DIS3L	115752		HGNC:28698	OMIM:614183	Chr15 q22.31	Chr15:66293257-66333898(+)	NM_001323948,NM_001143688,NM_001323936,NM_001323937,NM_001323938,NM_001323939,NM_001323940,NM_001323941,NM_001323943,NM_001323944,NM_001323945,NM_001323946,NM_133375	NP_001137160,NP_001310865,NP_001310866,NP_001310867,NP_001310868,NP_001310869,NP_001310870,NP_001310872,NP_001310873,NP_001310874,NP_001310875,NP_001310877,NP_588616,XP_005254203	Q8TF46
43226102	mouse, laboratory	10090	Nucks1	98415	MGI:1934811			Chr1 57.22 cM	Chr1:131838272-131864059(+)	NM_175294,NM_001145804	NP_780503,NP_001139276	Q80XU3
43226102	human	9606	NUCKS1	64710		HGNC:29923	OMIM:611912	Chr1 q32.1	Chr1:205712819-205750244(-)	NM_022731	NP_073568,XP_005245510	Q9H1E3
43226103	mouse, laboratory	10090	Phax	56698	MGI:1891839			Chr18 30.63 cM	Chr18:56695641-56720784(+)	NM_001162989,NM_019996	NP_064380,NP_001156461	Q9JJT9
43226103	human	9606	PHAX	51808		HGNC:10241	OMIM:604924	Chr5 q23.2	Chr5:126600915-126627252(+)	NM_032177	NP_115553	Q9H814
43226104	mouse, laboratory	10090	Maco1	66146	MGI:1913396			Chr4 67.11 cM	Chr4:134530070-134580656(-)	NM_001355501,NM_001355499,NM_001355500,XM_036164305,XM_006539100,NM_025382	XP_036020198,NP_001342429,NP_001342428,NP_079658,NP_001342430,XP_006539163	Q7TQE6
43226104	human	9606	MACO1	55219		HGNC:25572	OMIM:610301	Chr1 p36.11	Chr1:25430858-25500209(+)	NM_001282564,NM_018202	NP_060672,NP_001269493,XP_005245988	Q8N5G2
43226105	mouse, laboratory	10090	Tmem68	72098	MGI:1919348			Chr4 1.98 cM	Chr4:3549041-3574853(-)	XM_006538269,XM_030253805,NM_028097	XP_030109665,XP_006538332,NP_082373	Q9D850
43226105	human	9606	TMEM68	137695		HGNC:26510		Chr8 q12.1	Chr8:55738744-55773407(-)	NM_001363177,NM_001286661,NM_001363176,NM_001286660,NM_152417,NM_001286657	NP_001273586,NP_001273589,NP_001273590,NP_001350105,NP_001350106,NP_689630,XP_047277316,XP_047277317	Q96MH6
43226106	mouse, laboratory	10090	Stx6	58244	MGI:1926235			Chr1 66.46 cM	Chr1:155034374-155083405(+)	XM_006529766,NM_021433,XM_036152546,XM_017321868	XP_036008439,XP_017177357,XP_006529829,NP_067408	Q9JKK1
43226106	human	9606	STX6	10228		HGNC:11441	OMIM:603944	Chr1 q25.3	Chr1:180949690-181023121(-)	NM_001286210,NM_005819	NP_001273139,NP_005810	O43752
43226107	mouse, laboratory	10090	Ppp1r14a	68458	MGI:1931139			Chr7 16.94 cM	Chr7:28988509-28992817(+)	NM_026731,XM_036153397	NP_081007,XP_036009290	Q91VC7
43226107	human	9606	PPP1R14A	94274		HGNC:14871	OMIM:608153	Chr19 q13.2	Chr19:38251237-38256591(-)	NM_001243947,NM_033256	NP_001230876,NP_150281	Q96A00
43226108	mouse, laboratory	10090	Pcna	18538	MGI:97503			Chr2 64.15 cM	Chr2:132091206-132095100(-)	NM_011045	NP_035175	P17918
43226108	human	9606	PCNA	5111		HGNC:8729	OMIM:176740	Chr20 p12.3	Chr20:5114953-5126622(-)	NM_182649,NM_002592	NP_872590,NP_002583	P12004
43226109	mouse, laboratory	10090	Atf4	11911	MGI:88096			Chr15 37.85 cM	Chr15:80139385-80141742(+)	NM_001287180,NM_009716	NP_033846,NP_001274109	Q06507
43226109	human	9606	ATF4	468		HGNC:786	OMIM:604064	Chr22 q13.1	Chr22:39519709-39522686(+)	NM_001675,NM_182810	NP_877962,NP_001666	P18848
43226110	mouse, laboratory	10090	Zdhhc1	70796	MGI:1918046			Chr8 53.04 cM	Chr8:106199055-106223534(-)	NM_001379006,NM_001357252,NM_001379010,NM_001379007,NM_001379011,NM_001379008,NM_001379009,NM_175160	NP_001365939,NP_001365940,NP_001344181,NP_001365938,NP_001365936,NP_001365937,NP_780369,NP_001365935	Q8R0N9
43226110	human	9606	ZDHHC1	29800		HGNC:17916		Chr16 q22.1	Chr16:67394419-67416494(-)	NM_001323627,NM_013304	NP_001310556,NP_037436,XP_006721248,XP_011521362,XP_024306013,XP_024306014,XP_024306015	Q8WTX9
43226111	mouse, laboratory	10090	Cyp4v3	102294	MGI:2142763			Chr8 25.17 cM	Chr8:45758838-45786200(-)	NM_133969	NP_598730	Q9DBW0
43226111	human	9606	CYP4V2	285440		HGNC:23198	OMIM:608614	Chr4 q35.1-q35.2	Chr4:186191520-186213463(+)	NM_207352	XP_005262992,NP_997235,XP_047306033	Q6ZWL3
43226112	mouse, laboratory	10090	Cntnap5a	636808	MGI:3643623			Chr1 51.59 cM	Chr1:115612486-116515053(+)	NM_001077425,NM_001371013,XM_006529774	XP_006529837,NP_001357942,NP_001070893	Q0V8T9
43226112	human	9606	CNTNAP5	129684		HGNC:18748	OMIM:610519	Chr2 q14.3	Chr2:124025287-124921201(+)	NM_001367498,NM_130773,NM_138996,NM_001367498,NM_130773,NM_138996,NM_001367498,NM_130773,NM_138996	NP_001354427,XP_016858805,NP_570129,NP_001354427,XP_016858805,NP_570129,NP_001354427,XP_016858805,NP_570129	Q8WYK1,Q8WYK1,Q8WYK1
43226113	mouse, laboratory	10090	Cntnap5c	620292	MGI:3646013			Chr17 30.01 cM	Chr17:58076565-58717350(+)	XM_006524749,XM_011246557,NM_001081653,XM_006524747,XM_006524748,XM_036160717,XM_006524741,XM_030249937,XM_006524742,XM_017317594,XM_006524744,XM_006524750	XP_036016610,XP_011244859,XP_006524810,XP_017173083,XP_030105797,NP_001075122,XP_006524807,XP_006524804,XP_006524805,XP_006524811,XP_006524812,XP_006524813	Q0V8T7
43226113	human	9606	CNTNAP5	129684		HGNC:18748	OMIM:610519	Chr2 q14.3	Chr2:124025287-124921201(+)	NM_001367498,NM_130773,NM_138996,NM_001367498,NM_130773,NM_138996,NM_001367498,NM_130773,NM_138996	NP_001354427,XP_016858805,NP_570129,NP_001354427,XP_016858805,NP_570129,NP_001354427,XP_016858805,NP_570129	Q8WYK1,Q8WYK1,Q8WYK1
43226114	mouse, laboratory	10090	Cntnap5b	241175	MGI:3664583			Chr1 48.19 cM	Chr1:99700490-100413667(+)	XM_011248005,XM_036165066,XM_036165065,NM_172851,XM_006529594	XP_006529657,XP_011246307,XP_036020959,NP_766439,XP_036020958	Q0V8T8
43226114	human	9606	CNTNAP5	129684		HGNC:18748	OMIM:610519	Chr2 q14.3	Chr2:124025287-124921201(+)	NM_001367498,NM_130773,NM_138996,NM_001367498,NM_130773,NM_138996,NM_001367498,NM_130773,NM_138996	NP_001354427,XP_016858805,NP_570129,NP_001354427,XP_016858805,NP_570129,NP_001354427,XP_016858805,NP_570129	Q8WYK1,Q8WYK1,Q8WYK1
43226115	mouse, laboratory	10090	Slc30a5	69048	MGI:1916298			Chr13 53.23 cM	Chr13:100939156-100969935(-)	NM_022885,XM_036158156,XM_036158154,XM_036158155,XM_011244695	NP_075023,XP_011242997,XP_036014048,XP_036014047,XP_036014049	Q8R4H9
43226115	human	9606	SLC30A5	64924		HGNC:19089	OMIM:607819	Chr5 q13.1-q13.2	Chr5:69093949-69131072(+)	NM_001251969,NM_022902,NM_024055	NP_076960,XP_005248626,XP_016865238,NP_001238898,XP_006714735,NP_075053	Q8TAD4
43226116	mouse, laboratory	10090	Irf9	16391	MGI:107587			Chr14 28.19 cM	Chr14:55841442-55847487(+)	NM_001159417,NM_001159418,NM_008394	NP_001152890,NP_032420,NP_001152889	Q61179
43226116	human	9606	IRF9	10379		HGNC:6131	OMIM:147574	Chr14 q12	Chr14:24161213-24166565(+)	NM_001385401,NM_001385400,NM_006084,NM_001385402	NP_001372331,NP_001372330,NP_001372329,NP_006075	Q00978
43226117	mouse, laboratory	10090	Inafm2	100043272	MGI:1915354			Chr2 59.45 cM	Chr2:118576239-118579291(+)	NM_001301269	NP_001288198	
43226117	human	9606	INAFM2	100505573		HGNC:35165		Chr15	Chr15:40324033-40326715(+)	NM_001301268	NP_001288197,XP_011519451	P0DMQ5
43226118	mouse, laboratory	10090	Fabp4	11770	MGI:88038			Chr3 2.56 cM	Chr3:10269402-10273676(-)	NM_024406,NM_001409514,NM_001409513,XM_006530048	NP_001396442,NP_001396443,NP_077717,XP_006530111	P04117
43226118	human	9606	FABP4	2167		HGNC:3559	OMIM:600434	Chr8 q21.13	Chr8:81478497-81483238(-)	NM_001442	NP_001433	P15090
43226119	mouse, laboratory	10090	Fabp5	16592	MGI:101790			Chr3 2.47 cM	Chr3:10077645-10081670(+)	NM_010634,NM_001272098,NM_001272097	NP_001259027,NP_001259026,NP_034764	Q05816
43226119	human	9606	FABP5	2171		HGNC:3560	OMIM:605168	Chr8 q21.13	Chr8:81280483-81284777(+)	NM_001444	NP_001435	Q01469
43226119	human	9606	FABP5P3	220832		HGNC:22573		Chr7 q36.1	Chr7:152436895-152443016(+)			A8MUU1
43226120	mouse, laboratory	10090	Fabp12	75497	MGI:1922747			Chr3 2.57 cM	Chr3:10309269-10366243(-)	NM_029310,NM_001357159,XM_006530096,XM_017319783,XM_036163371,XM_036163370,XM_006530099,XM_006530097,NM_001357161,NM_001357160	XP_017175272,NP_083586,XP_036019263,XP_006530162,XP_006530159,XP_036019264,NP_001344089,XP_006530160,NP_001344088,NP_001344090	Q9DAK4
43226120	human	9606	FABP12	646486		HGNC:34524	OMIM:618923	Chr8 q21.13	Chr8:81524673-81590664(-)	NM_001105281	XP_006716528,NP_001098751,XP_011515879	A6NFH5
43226121	mouse, laboratory	10090	Pmp2	18857	MGI:102667			Chr3 2.54 cM	Chr3:10244911-10248945(-)	NM_001030305	NP_001025476	P24526
43226121	human	9606	PMP2	5375		HGNC:9117	OMIM:170715	Chr8 q21.13	Chr8:81440326-81447484(-)	NM_002677,NM_001348381	NP_001335310,NP_002668	P02689
43226122	mouse, laboratory	10090	Vgll4	232334	MGI:2652840			Chr6 53.07 cM	Chr6:114837589-114946955(-)	NM_001411600,NM_001411599,NM_001411601,NM_001411602,XM_006506010,XM_006506014,XM_006506012,NM_001356371,XM_036166060,XM_006506013,NM_177683	XP_006506077,XP_006506076,XP_006506073,NP_808351,NP_001398528,NP_001398529,NP_001398531,NP_001398530,NP_001343300,XP_036021953,XP_006506075	Q80V24
43226122	human	9606	VGLL4	9686		HGNC:28966	OMIM:618692	Chr3 p25.3-p25.2	Chr3:11556067-11720768(-)	NM_001128220,NM_001284390,NM_001284391,NM_014667,NM_001128219,NM_001128221	XP_047305216,XP_024309604,XP_024309603,XP_011532571,NP_055482,NP_001121691,XP_024309605,NP_001271320,NP_001271319,NP_001121693,NP_001121692,XP_047305219,XP_047305218,XP_047305217,XP_047305215	Q14135
43226123	mouse, laboratory	10090	Usp48	170707	MGI:2158502			Chr4 70 cM	Chr4:137321461-137385848(+)	NM_001405939,NM_001405953,XM_006538606,XM_017320005,XM_017320007,XM_036163777,XM_036163775,XM_036163776,NM_001405937,NM_001355588,NM_001347227,NM_001405942,NM_001405951,NM_001405944,NM_001405943,NM_001405938,NM_001405940,NM_130879,NM_001405954,NM_001405955,NM_001405952,XM_017320013,XM_017320012,XM_017320011,XM_036163774,XM_017320009,XM_036163773,XM_036163772,XM_006538607,XM_017320006	NP_001334156,NP_001392871,NP_001342517,XP_006538669,NP_001392884,NP_001392872,XP_036019667,NP_001392882,NP_001392873,NP_001392883,NP_001392880,NP_001392881,NP_570949,NP_001392867,NP_001392866,NP_001392869,NP_001392868,XP_017175500,XP_017175501,XP_017175502,XP_017175495,XP_017175496,XP_017175498,XP_036019670,XP_006538670,XP_017175494,XP_036019665,XP_036019666,XP_036019669,XP_036019668	Q3V0C5
43226123	human	9606	USP48	84196		HGNC:18533	OMIM:617445	Chr1 p36.12	Chr1:21678298-21783620(-)	NM_001330394,NM_032236,NM_001350168,NM_001350167,NM_001350166,NM_001350164,NM_001032730	XP_047287985,XP_047287983,XP_047287982,XP_011540566,XP_006711018,NP_115612,NP_001337097,NP_001337096,NP_001337095,NP_001337093,NP_001317323,XP_047287988,NP_001027902,XP_047287987,XP_047287986,XP_011540570,XP_011540569,XP_047287989	Q86UV5
43226124	mouse, laboratory	10090	Kit	16590	MGI:96677			Chr5 39.55 cM	Chr5:75735647-75817382(+)	NM_021099,NM_001122733	NP_066922,NP_001116205	P05532
43226124	human	9606	KIT	3815		HGNC:6342	OMIM:164920	Chr4 q12	Chr4:54657928-54740715(+)	NM_000222,NM_001093772,NM_001385284,NM_001385285,NM_001385286,NM_001385288,NM_001385290,NM_001385292	NP_001087241,NP_001372221,NP_001372219,NP_000213,NP_001372213,NP_001372217,NP_001372215,NP_001372214	P10721
43226125	mouse, laboratory	10090	Actr6	67019	MGI:1914269			Chr10 45.14 cM	Chr10:89547833-89568157(-)	XM_030245223,XM_036155958,XM_030245224,NM_001359468,XM_006513966,XM_006513965,NM_025914,XM_011243532,XM_006513967,NM_001359469	XP_036011851,NP_001346398,NP_001346397,NP_080190,XP_011241834,XP_030101083,XP_006514030,XP_006514029,XP_006514028,XP_030101084	Q9D864
43226125	human	9606	ACTR6	64431		HGNC:24025	OMIM:619729	Chr12 q23.1	Chr12:100200087-100224425(+)	NM_022496	NP_071941	Q9GZN1
43226126	mouse, laboratory	10090	Stk19	54402	MGI:1860085			Chr17 18.38 cM	Chr17:35042969-35055879(-)	NM_019442	NP_062315	Q9JHN8
43226126	human	9606	STK19	8859		HGNC:11398	OMIM:604977	Chr6 p21.33	Chr6:31971175-31981446(+)	NM_004197,NM_032454	NP_004188,NP_115830	P49842
43226127	mouse, laboratory	10090	Ube2d3	66105	MGI:1913355			Chr3 62.56 cM	Chr3:135143993-135173975(+)	NM_001356597,XM_036163218,XM_036163219,XM_036163220,XM_036163216,NM_001356598,NM_001356594,NM_025356,NM_001356596,NM_001356595,XM_036163217	XP_036019109,NP_001343527,XP_036019112,NP_001343526,XP_036019110,XP_036019111,NP_001343525,NP_001343523,NP_001343524,NP_079632,XP_036019113	P61079
43226127	human	9606	UBE2D3	7323		HGNC:12476	OMIM:602963	Chr4 q24	Chr4:102794383-102868893(-)	NM_001300795,NM_003340,NM_181886,NM_181887,NM_181888,NM_181889,NM_181890,NM_181891,NM_181892,NM_181893	NP_871619,NP_871618,NP_871617,NP_871616,NP_871615,NP_003331,NP_001287724,XP_024309970,NP_871622,NP_871621,NP_871620	P61077
43226128	mouse, laboratory	10090	Vasn	246154	MGI:2177651			Chr16 2.46 cM	Chr16:4457805-4468666(+)	NM_139307	NP_647468	Q9CZT5
43226128	human	9606	VASN	114990		HGNC:18517	OMIM:608843	Chr16 p13.3	Chr16:4371848-4383528(+)	NM_138440	NP_612449	Q6EMK4
43226129	mouse, laboratory	10090	Gper1	76854	MGI:1924104			Chr5 78.58 cM	Chr5:139408906-139413555(+)	XM_006504757,XM_355659,XM_036165593	NP_084047,XP_036021486,XP_006504820	Q8BMP4
43226129	human	9606	GPER1	2852		HGNC:4485	OMIM:601805	Chr7 p22.3	Chr7:1086807-1093815(+)	NM_001505,NM_001039966,NM_001031682,NM_001098201	NP_001091671,NP_001035055,NP_001496	Q99527
43226130	mouse, laboratory	10090	Cdc37l1	67072	MGI:1914322			Chr19 23.61 cM	Chr19:28967752-29004081(+)	NM_001377047,NM_001302382,NM_025950,NM_001302380,NM_001302443	NP_001289311,NP_080226,NP_001289309,NP_001363976,NP_001289372	Q9CZP7
43226130	human	9606	CDC37L1	55664		HGNC:17179	OMIM:610346	Chr9 p24.1	Chr9:4679553-4708399(+)	NM_017913	XP_047279539,NP_060383	Q7L3B6
43226131	mouse, laboratory	10090	Larp4	207214	MGI:2443114			Chr15 56.13 cM	Chr15:99867946-99914239(+)	NM_001284521,NM_001080948,NM_001284523,NM_001284522,NM_001024526,XM_006520675,XM_017316524	NP_001019697,XP_017172013,XP_006520738,NP_001271451,NP_001271452,NP_001074417,NP_001271450	Q8BWW4
43226131	human	9606	LARP4	113251		HGNC:24320	OMIM:618657	Chr12 q13.12	Chr12:50400809-50480005(+)	NM_001352319,NM_001352308,NM_001330415,NM_199190,NM_001352307,NM_001352304,NM_001352305,NM_001352306,NM_001352324,NM_001352323,NM_001352322,NM_001352321,NM_001352320,NM_001352325,NM_001352318,NM_001352317,NM_001352316,NM_001352315,NM_001352314,NM_001352313,NM_001352326,NM_052879,NM_199188,NM_001352312,NM_001352311,NM_001352310,NM_001352309,NM_001170803,NM_001170804,NM_001170808	NP_001339240,NP_001164274,NP_001164275,NP_001164279,NP_001317344,NP_001339233,NP_001339234,NP_001339235,NP_001339236,NP_001339237,NP_001339238,NP_001339239,NP_001339241,NP_001339242,NP_001339243,NP_001339244,NP_001339245,NP_001339246,NP_001339247,NP_001339248,NP_001339249,NP_001339250,NP_001339251,NP_001339252,NP_001339253,NP_001339254,NP_001339255,NP_443111,NP_954658,NP_954660,XP_016874240,XP_016874242,XP_047284158,XP_047284159,XP_047284160,XP_047284161,XP_047284162,XP_047284163,XP_047284164,XP_047284165,XP_047284166,XP_047284167,XP_047284168,XP_047284169,XP_047284170,XP_047284171,XP_047284172,XP_047284173,XP_047284174,XP_047284175,XP_047284176,XP_047284178,XP_047284179,XP_047284180,XP_047284181,XP_047284182,XP_047284183,XP_047284184,XP_047284185,XP_047284186,XP_047284187,XP_047284189	Q71RC2
43226132	mouse, laboratory	10090	Mapk8ip2	60597	MGI:1926555			Chr15 44.92 cM	Chr15:89338114-89346650(+)	NM_021921	NP_068740	Q9ERE9
43226132	human	9606	MAPK8IP2	23542		HGNC:6883	OMIM:607755	Chr22 q13.33	Chr22:50600685-50613978(+)	NM_139124,NM_012324,NM_016431	XP_011528983,XP_011528982,XP_011528981,NP_036456	Q13387
43226133	mouse, laboratory	10090	Hepacam2	101202	MGI:2141520			Chr6 1.8 cM	Chr6:3457096-3498298(-)	XM_030255043,XM_030255042,XM_006504958,XM_006504960,NM_178899,XM_017321287,XM_006504957,NM_001411485,XM_030255041,XM_030255044	XP_030110902,NP_849230,XP_030110901,XP_030110904,XP_006505021,XP_017176776,XP_006505023,NP_001398414,XP_006505020,XP_030110903	Q4VAH7
43226133	human	9606	HEPACAM2	253012		HGNC:27364	OMIM:614133	Chr7 q21.2	Chr7:93188586-93232297(-)	NM_001039372,NM_001288804,NM_001288810,NM_001346642,NM_198151	NP_001034461,NP_001275733,NP_001275739,NP_001333571,NP_937794,XP_011514303	A8MVW5
43226134	mouse, laboratory	10090	Aff2	14266	MGI:1202294			ChrX 35.53 cM	ChrX:68403900-68911643(+)	XM_030251226,NM_008032,XM_006527816,XM_006527820,XM_006527821,XM_006527818,XM_006527817,XM_006527819	XP_030107086,XP_006527884,XP_006527883,XP_006527879,XP_006527882,XP_006527881,XP_006527880,NP_032058	O55112
43226134	human	9606	AFF2	2334		HGNC:3776	OMIM:300806	ChrX q28	ChrX:148500619-149000663(+)	NM_002025,NM_001169124,NM_001169125,NM_001170628,NM_001169123,NM_001169122	NP_001162593,NP_001162596,NP_001164099,NP_002016,NP_001162594,NP_001162595	P51816
43226135	mouse, laboratory	10090	Tas1r1	110326	MGI:1927505			Chr4 82.83 cM	Chr4:152112371-152122947(-)	XM_006538474,NM_031867	NP_114073,XP_006538537	Q99PG6
43226135	human	9606	TAS1R1	80835		HGNC:14448	OMIM:606225	Chr1 p36.31	Chr1:6555278-6579757(+)	NM_138697,NM_177541,NM_177540,NM_177539	NP_619642,XP_011540505,XP_011540508,NP_803884	Q7RTX1
43226136	mouse, laboratory	10090	Plk4	20873	MGI:101783			Chr3 19.54 cM	Chr3:40754454-40771318(+)	XM_006500770,NM_011495,NM_001410622,NM_173169,XM_006500768,NM_001410621,XM_030252518	NP_035625,XP_006500831,XP_030108378,NP_775261,NP_001397550,NP_001397551,XP_006500833	Q64702
43226136	human	9606	PLK4	10733		HGNC:11397	OMIM:605031	Chr4 q28.1	Chr4:127880861-127899224(+)	NM_001190799,NM_014264,NM_001190801	XP_005262758,XP_016863152,NP_001177728,NP_001177730,NP_055079,XP_016863151	O00444
43226137	mouse, laboratory	10090	Tcf19	106795	MGI:103180			Chr17 18.69 cM	Chr17:35823631-35827721(-)	NM_001163763,NM_025674,XM_030249438,NM_001163764	XP_030105298,NP_079950,NP_001157236,NP_001157235	Q99KJ5
43226137	human	9606	TCF19	6941		HGNC:11629	OMIM:600912	Chr6 p21.33	Chr6:31158524-31164215(+)	NM_001077511,NM_001318908,NM_007109	NP_001070979,NP_001305837,NP_009040,XP_047275229,XP_047275230	Q9Y242
43226138	mouse, laboratory	10090	Lin7c	22343	MGI:1330839			Chr2 56.65 cM	Chr2:109721223-109731282(+)	NM_011699	NP_035829	O88952
43226138	human	9606	LIN7C	55327		HGNC:17789	OMIM:612332	Chr11 p14.1	Chr11:27494418-27506779(-)	NM_018362	NP_060832	Q9NUP9
43226139	mouse, laboratory	10090	Cspg5	29873	MGI:1352747			Chr9 59.89 cM	Chr9:110072851-110091644(+)	NM_001166273,NM_013884	NP_001159745,NP_038912	Q71M36
43226139	human	9606	CSPG5	10675		HGNC:2467	OMIM:606775	Chr3 p21.31	Chr3:47562238-47580240(-)	NM_001206945,NM_001206943,NM_001206942,NM_001206944,NM_006574	NP_001193871,XP_047303288,NP_001193874,NP_006565,NP_001193872,NP_001193873	O95196
43226140	mouse, laboratory	10090	Rgs14	51791	MGI:1859709			Chr13 29.8 cM	Chr13:55517545-55532500(+)	NM_001360714,XM_036158089,NM_016758	XP_036013982,NP_058038,NP_001347643	P97492
43226140	human	9606	RGS14	10636		HGNC:9996	OMIM:602513	Chr5 q35.3	Chr5:177357671-177372601(+)	NM_006480,NM_001366618,NM_001366617	NP_006471,XP_047272594,NP_001353546,XP_047272595,NP_001353547	O43566
43226141	mouse, laboratory	10090	Mnx1	15285	MGI:109160			Chr5 15.04 cM	Chr5:29678821-29683468(-)	NM_019944	NP_064328	Q9QZW9
43226141	human	9606	MNX1	3110		HGNC:4979	OMIM:142994	Chr7 q36.3	Chr7:157004853-157010653(-)	NM_005515,NM_001165255	NP_001158727,NP_005506	P50219
43226142	mouse, laboratory	10090	Arhgef6	73341	MGI:1920591			ChrX 31.26 cM	ChrX:56276845-56384089(-)	NM_001358573,XM_030251510,XM_030251511,XM_006528314,XM_030251512,XM_006528313,XM_030251508,XM_036162109,XM_030251509,XM_006528315,NM_152801,NM_001405169,NM_001405168,NM_001405176,NM_001405175,NM_001405174,NM_001405173,NM_001405172,NM_001405171,NM_001405170	NP_001345502,NP_001392104,NP_001392101,NP_001392102,NP_001392099,NP_001392100,XP_006528378,XP_030107368,NP_001392105,XP_030107369,NP_001392103,NP_690014,XP_006528377,NP_001392097,NP_001392098,XP_036018002,XP_030107371,XP_030107370,XP_006528376,XP_030107372	Q8K4I3
43226142	human	9606	ARHGEF6	9459		HGNC:685	OMIM:300267	ChrX q26.3	ChrX:136665547-136781656(-)	NM_001306177,NM_004840	XP_005262556,XP_047298631,XP_047298630,XP_047298629,XP_047298628,XP_016885464,XP_011529717,XP_011529715,XP_011529714,NP_004831,NP_001293106	Q15052
43226143	mouse, laboratory	10090	Wnt5a	22418	MGI:98958			Chr14 16.8 cM	Chr14:28226707-28249405(+)	NM_009524,NM_001256224,XM_030247779,XM_006518924,XM_006518923	XP_030103639,XP_006518986,XP_006518987,NP_001243153,NP_033550	P22725
43226143	human	9606	WNT5A	7474		HGNC:12784	OMIM:164975	Chr3 p14.3	Chr3:55465715-55505261(-)	NM_001256105,NM_001377271,NM_003392,NM_001377272	XP_047304818,XP_047304813,XP_047304811,XP_047304810,XP_047304809,XP_047304816,XP_047304817,XP_047304815,XP_047304814,XP_047304812,NP_001243034,NP_001364200,NP_001364201,NP_003383,XP_011532388,XP_011532390,XP_011532391,XP_016862616,XP_016862617,XP_047304808	P41221
43226144	mouse, laboratory	10090	Oip5	70645	MGI:1917895			Chr2 59.97 cM	Chr2:119439993-119448950(-)	NM_001042653,XM_130529	NP_001036118	A2AQ14
43226144	human	9606	OIP5	11339		HGNC:20300	OMIM:606020	Chr15 q15.1	Chr15:41309268-41332621(-)	NM_007280,NM_001317860	NP_001304789,NP_009211	O43482
43226145	mouse, laboratory	10090	Tusc2	80385	MGI:1931086			Chr9 58.12 cM	Chr9:107440454-107443307(+)	NM_019742	NP_062716	Q9WVF8
43226145	human	9606	TUSC2	11334		HGNC:17034	OMIM:607052	Chr3 p21.31	Chr3:50324909-50328238(-)	NM_007275	NP_009206	O75896
43226146	mouse, laboratory	10090	Tmem41b	233724	MGI:1289225			Chr7 57.69 cM	Chr7:109571394-109586136(-)	XM_030242499,NM_153525	XP_030098359,NP_705745	Q8K1A5
43226146	human	9606	TMEM41B	440026		HGNC:28948		Chr11 p15.4	Chr11:9280654-9314768(-)	NM_001165030,NM_015012	NP_001158502,NP_055827,XP_047282925	Q5BJD5
43226147	mouse, laboratory	10090	Prdm14	383491	MGI:3588194			Chr1 4.1 cM	Chr1:13183681-13197387(-)	NM_001081209	NP_001074678	E9Q3T6
